,amount_tsh,gps_height,longitude,latitude,basin,region,population,public_meeting,scheme_management,permit,construction_year,extraction_type_class,management_group,payment_type,quality_group,quantity,source_type,waterpoint_type_group,status_group
17699,0.0,0,34.79463995,-8.20886316,6,10,0,1,8,1,5,0,4,2,2,3,4,1,1
17700,0.0,0,34.86419858,-8.1519289,6,10,0,1,8,1,5,0,4,0,2,3,4,1,3
17703,0.0,2308,34.26406179999999,-9.3205641,1,3,0,1,7,0,4,0,4,2,2,1,6,1,3
17704,0.0,-45,39.7086129,-9.73068684,7,7,1,0,7,0,4,1,4,2,4,2,0,3,1
17707,0.0,0,35.95241112,-4.62304048,0,2,0,1,7,0,5,2,4,5,2,1,0,1,3
17708,500.0,1537,34.59857881,-9.00604844,6,3,45,1,8,1,1,0,4,1,2,0,4,1,1
17709,0.0,0,31.77208610000001,-1.01183495,4,4,0,1,7,1,5,0,4,3,2,2,6,1,1
17710,0.0,1738,36.74003841,-3.31937672,5,0,200,1,7,1,3,0,4,2,2,1,6,1,1
17711,200.0,1470,29.97675,-4.47570003,3,5,370,1,11,1,2,0,4,1,2,2,4,1,3
17712,0.0,0,33.00371319,-9.35218492,1,10,0,1,7,0,5,1,4,6,2,2,5,3,3
17714,0.0,0,34.80851296,-8.21027234,6,10,0,1,8,1,5,0,4,2,2,3,4,1,2
17715,20000.0,113,38.86304405,-6.78593246,8,14,20,1,3,1,1,2,2,1,2,2,4,1,1
17717,0.0,-21,39.76786068,-7.90391044,6,14,85,1,7,0,5,1,4,2,2,1,0,3,2
17718,200.0,445,37.07786951,-6.92945504,8,11,250,1,7,1,5,1,4,1,2,1,5,3,3
17719,0.0,129,39.73685083,-10.88867423,7,12,1,1,10,1,2,5,4,2,2,0,0,1,1
17720,0.0,0,33.85615884,-8.82852348,6,10,0,1,8,1,5,0,4,1,2,2,4,1,3
17721,0.0,0,36.09181555,-5.72582011,8,2,0,1,7,1,5,1,4,2,2,2,5,3,3
17722,20.0,872,37.34892927,-3.3213387,5,6,100,1,11,1,3,5,0,5,2,2,0,1,3
17723,0.0,1901,35.41831604,-8.41680787,6,3,0,1,7,0,3,1,4,2,2,1,5,3,1
17724,20.0,261,38.28248613,-6.45673205,8,14,50,1,7,1,1,5,4,5,2,1,4,1,1
17725,0.0,0,33.23893781,-4.76655118,3,19,0,0,7,1,5,2,4,2,2,1,0,1,1
17726,1000.0,305,36.34690652,-8.78924428,6,11,230,1,10,1,5,0,4,1,2,1,4,1,3
17727,0.0,0,33.32986939999999,-3.22918405,4,13,0,1,7,1,5,3,4,2,2,0,5,5,1
17728,0.0,0,0.0,-2e-08,4,13,0,1,7,1,5,1,4,6,5,0,5,3,1
17730,0.0,0,35.81779865,-6.59016636,6,2,0,1,7,1,5,2,4,6,2,0,0,1,1
17731,0.0,0,32.96313037,-4.14727361,0,19,0,0,7,0,5,1,4,2,2,3,5,3,1
17732,200.0,1722,38.21142103,-4.5519894,5,20,1,1,7,1,3,0,4,1,2,1,6,1,1
17734,20.0,440,37.12095588,-6.69426994,8,11,95,1,9,1,4,5,4,5,4,1,5,1,3
17736,0.0,1359,30.61180804,-3.89601216,3,5,500,1,7,0,3,0,4,6,2,1,6,1,2
17737,50.0,-29,39.37370696,-6.87047415,8,1,80,1,5,0,3,2,4,5,4,3,0,1,3
17739,20.0,172,38.35959751,-6.63442187,8,14,50,1,8,1,3,5,4,5,2,1,4,1,3
17740,0.0,0,34.33520427,-3.18619208,0,17,0,1,9,1,5,1,4,2,2,1,5,3,3
17741,0.0,0,33.42691808,-2.60282073,4,13,0,1,7,1,5,2,4,2,2,0,0,1,3
17742,0.0,1345,29.99823889,-4.36125626,3,5,200,1,11,0,4,0,1,2,2,1,3,1,2
17743,0.0,1341,36.94753263,-3.25359937,5,0,350,1,7,1,4,0,4,6,2,2,6,1,3
17744,4000.0,1236,30.01766643,-4.81912674,3,5,950,1,11,1,5,0,4,0,2,1,4,1,3
17747,50.0,308,39.57006139,-10.74173465,7,12,350,1,10,1,2,5,4,5,2,3,0,1,1
17748,0.0,272,38.85998789999999,-10.53239659,7,7,205,1,7,0,1,3,4,2,4,2,0,1,1
17749,0.0,0,31.50407172,-2.14125297,4,4,0,0,7,1,5,1,4,2,2,3,0,3,1
17750,0.0,313,38.81904106,-10.49020382,7,7,590,1,7,0,1,3,4,2,5,0,0,1,1
17751,2000.0,899,35.29628163,-10.80951639,7,16,0,1,7,1,3,0,4,0,2,1,4,1,3
17752,50.0,-6,38.98602563,-6.53017004,8,14,50,1,0,1,2,5,0,5,2,1,4,1,3
17753,0.0,306,36.35217829,-8.78928829,6,11,1200,1,10,1,5,0,4,2,2,1,4,1,3
17755,0.0,0,33.06031968,-9.34272774,1,10,0,1,7,0,5,1,4,3,2,1,5,3,3
17756,50.0,297,38.30981323,-9.94179715,7,7,350,1,7,1,1,2,4,5,4,1,0,1,3
17757,0.0,0,33.29148804,-4.17710944,0,19,0,0,7,0,5,3,4,2,2,3,5,5,1
17759,4000.0,511,38.06563611,-4.37935068,5,6,220,1,11,1,2,0,4,0,2,1,4,1,1
17760,0.0,1248,33.92321768,-1.95531316,4,9,200,1,9,1,5,1,4,6,4,1,0,3,1
17761,0.0,1468,37.61521146,-3.06876345,5,6,1,1,3,1,3,0,2,2,2,3,3,1,2
17762,300.0,13,39.66682217,-10.16895325,7,7,1,0,3,0,1,0,2,5,2,3,3,1,3
17764,0.0,1506,36.61358772,-3.30428005,5,0,200,1,7,1,3,0,4,2,2,2,6,1,1
17765,500.0,1560,34.98911997,-8.87906723,6,3,40,1,10,0,3,0,4,3,2,1,6,1,3
17766,0.0,0,33.54393698,-8.92686612,6,10,0,1,7,1,5,0,4,3,2,2,4,1,3
17767,0.0,1376,37.41652332,-3.30511657,5,6,1,0,7,1,1,0,4,6,2,2,6,5,1
17768,250.0,1342,30.06297906,-4.33061878,3,5,780,1,11,1,3,0,4,1,2,1,4,1,2
17769,0.0,0,34.83972925,-8.21343452,6,10,0,1,8,1,5,0,4,2,2,3,4,1,3
17771,1000.0,1593,35.62481148,-7.86116955,6,3,1,1,7,1,2,0,4,1,2,1,6,1,3
17772,0.0,0,34.40485596,-2.8913006,4,17,0,1,9,0,5,1,4,2,2,1,5,3,3
17773,0.0,1664,35.03560713,-4.18875805,0,8,121,1,7,1,0,3,4,2,2,1,0,5,1
17774,10.0,1272,37.17575964,-3.24114014,5,6,60,1,10,1,5,0,4,5,2,1,6,1,3
17776,10.0,883,37.11897374,-3.41135771,5,6,2000,1,10,1,5,0,4,5,2,1,6,1,3
17777,100.0,156,39.77890445,-10.85864305,7,12,1,1,7,1,3,1,4,5,2,1,3,3,3
17778,0.0,1598,35.73045714,-7.85961882,6,3,1,1,7,1,1,0,4,2,2,1,6,1,3
17779,500.0,325,36.41673324,-8.65423214,6,11,230,1,10,1,3,0,4,1,2,1,4,1,3
17780,0.0,0,33.8800177,-9.63197979,1,10,0,1,7,1,5,0,4,2,2,0,6,1,1
17782,500.0,556,34.8569782,-11.28924279,1,16,80,1,7,1,4,0,4,1,2,1,6,1,3
17783,2000.0,1002,35.81605526,-10.5631192,6,16,200,1,9,0,5,1,4,0,2,2,5,3,3
17784,0.0,1298,30.8877855,-3.18567837,3,5,350,1,7,0,4,0,4,6,2,1,4,1,1
17785,50.0,1333,37.20249683,-4.46512706,5,8,200,1,11,1,4,5,0,5,2,1,0,1,3
17786,1000.0,771,30.39081575,-6.7290648,3,15,250,1,7,1,5,1,4,1,2,2,0,3,3
17789,0.0,362,38.9055282,-10.2736951,7,7,250,1,7,1,3,1,4,2,4,0,5,3,1
17790,0.0,0,31.66814226,-1.09395992,4,4,0,1,7,1,5,0,4,2,2,2,6,1,1
17791,700.0,1316,30.59097823,-3.67175795,3,5,300,1,7,0,5,0,4,0,2,2,4,1,1
17792,0.0,0,33.14639843,-5.33222408,3,19,0,1,7,1,5,2,4,2,2,2,0,1,1
17793,100.0,1394,34.36095165,-4.63468499,0,18,212,1,8,1,3,5,4,5,2,2,0,1,1
17794,30000.0,169,38.35156144,-6.62914426,8,14,1306,1,8,1,3,5,2,5,2,1,4,1,1
17795,0.0,177,38.66215922,-5.28417301,5,20,600,1,7,0,2,1,4,2,4,0,5,3,1
17796,0.0,367,37.90439146,-6.81729039,8,11,35,1,7,1,5,1,4,2,4,2,5,3,3
17797,0.0,0,33.21888888,-4.02758074,0,19,0,1,7,1,5,5,4,5,4,1,0,1,3
17798,0.0,0,33.9661578,-3.1148550999999998,4,17,0,1,9,0,5,3,4,4,2,0,5,5,1
17799,0.0,1283,37.65669885,-3.61850696,5,6,100,1,7,0,1,0,4,2,2,2,4,5,1
17802,0.0,1465,34.70691743,-4.89526696,0,18,69,1,9,1,3,1,4,2,2,3,5,3,3
17803,0.0,0,33.13414289,-9.46656575,1,10,0,1,7,0,5,0,4,6,2,3,6,1,3
17804,0.0,0,32.89062152,-4.22054959,3,19,0,1,7,1,5,5,4,5,2,1,0,1,3
17805,0.0,0,32.18023555,-3.51545119,3,17,0,1,9,1,5,1,4,6,2,0,5,3,1
17806,2000.0,882,35.12548057,-7.74382847,6,3,1,1,7,1,3,0,4,0,2,1,6,1,3
17807,0.0,0,36.19237731,-5.87312054,8,2,0,1,7,1,5,2,4,5,2,2,0,1,3
17808,6.0,818,37.43581949,-3.37836026,5,6,10,1,10,1,3,0,4,5,2,1,6,1,3
17810,0.0,1363,34.17019613,-1.20032794,4,9,6800,1,2,0,4,0,4,2,2,1,1,1,1
17811,5000.0,1146,32.13057921,-6.79570122,2,15,170,1,7,1,2,1,4,0,2,2,0,3,2
17812,0.0,0,31.20391421,-2.90621794,3,4,0,1,7,1,5,3,4,2,2,0,5,5,1
17814,0.0,1370,37.00738024,-3.15127781,0,6,1,1,10,1,3,0,4,1,2,1,6,1,3
17818,0.0,0,34.36664091,-2.97447454,4,17,0,0,9,0,5,1,4,2,2,1,5,3,1
17820,0.0,-28,38.77414556,-6.0385140999999996,8,14,1500,1,7,0,3,1,4,2,2,1,5,3,1
17821,0.0,1414,36.87925157,-3.14286218,0,0,350,1,7,1,3,0,4,6,2,2,6,1,3
17822,0.0,1918,35.36450459,-4.06897523,0,8,1,1,7,1,4,0,4,2,2,1,4,1,1
17823,0.0,1619,35.51202818,-4.41320689,0,8,205,1,7,1,3,0,4,2,2,2,6,1,3
17825,100.0,2113,34.02818281,-9.28041915,1,3,0,1,8,0,2,0,4,1,2,1,6,1,3
17827,0.0,0,33.40960496,-2.83011808,4,13,0,1,7,1,5,1,4,2,2,1,0,3,1
17828,20.0,928,37.33417261,-3.32072984,5,6,13,1,11,1,5,5,0,5,2,2,0,1,3
17829,0.0,1195,36.94323434,-2.95277122,0,0,400,1,7,1,3,0,4,3,2,2,4,0,3
17832,5.0,839,37.2681167,-3.38658187,5,6,50,1,10,1,5,0,4,5,2,1,6,1,3
17833,50.0,1542,29.79295406,-4.61854042,3,5,2400,1,11,1,3,3,4,5,2,1,3,1,3
17834,500.0,1477,35.05869363,-8.89304491,6,3,120,1,7,0,4,1,4,3,2,1,0,3,3
17835,200.0,615,39.33218639,-10.10729067,7,7,1,0,8,0,2,5,4,5,2,1,4,1,1
17836,0.0,0,32.15825912,-5.09342731,3,19,0,1,7,1,5,1,4,2,4,1,5,3,3
17837,0.0,0,36.56996528,-6.41171838,8,2,0,1,7,1,5,0,4,5,2,1,6,1,1
17838,0.0,1884,35.45391432,-4.43493262,0,8,258,1,7,1,3,0,4,2,2,2,6,1,3
17839,0.0,0,32.75440022,-2.69807377,4,13,0,1,10,1,5,4,4,2,4,3,5,3,1
17841,200.0,1775,34.58872537,-9.78918698,1,3,530,1,7,0,3,0,4,1,2,1,6,1,3
17843,500.0,1583,34.94915943,-8.88637424,6,3,80,1,7,0,3,1,4,1,2,1,0,3,3
17844,0.0,1678,35.09375542,-9.56256552,1,3,15,1,7,0,5,0,4,2,2,1,6,1,3
17845,0.0,1769,34.75537986,-9.06224814,6,3,75,1,7,1,3,0,4,3,2,1,6,1,3
17846,0.0,0,0.0,-2e-08,4,17,0,1,9,0,5,1,4,2,2,2,5,3,3
17847,500.0,1488,38.38605179,-4.8318748,5,20,1,1,7,1,2,0,4,1,2,1,6,1,3
17848,0.0,0,33.51313243,-3.1095922000000003,4,17,0,1,9,0,5,1,4,2,2,1,5,3,3
17849,20.0,941,37.33261231,-3.32056778,5,6,9,1,11,1,3,5,0,5,2,2,0,1,3
17850,50.0,254,38.89868754,-10.49107879,7,7,510,1,7,1,3,1,4,5,4,1,0,3,1
17851,500.0,1231,34.58785482,-8.73035164,6,3,450,1,8,1,1,0,4,1,2,2,4,1,3
17852,0.0,0,35.64077346,-5.52778357,0,2,0,1,7,0,5,5,4,5,2,1,0,1,3
17853,500.0,1830,34.81501379,-9.09498657,6,3,65,1,7,1,4,0,4,1,2,1,6,1,3
17854,0.0,-26,39.82164333,-7.88232478,6,14,100,1,7,0,5,1,4,2,4,1,0,3,3
17855,20.0,883,37.34005672,-3.32327052,5,6,12,1,11,1,3,5,0,5,2,2,0,1,3
17856,0.0,0,33.07898813,-9.4219955,1,10,0,1,7,0,5,0,4,6,2,3,6,1,3
17857,0.0,0,31.52102958,-1.77197585,4,4,0,1,7,1,5,0,4,2,2,1,6,4,3
17858,3000.0,898,35.37351964,-7.65517076,6,3,1,1,7,1,5,0,4,0,2,0,6,1,1
17859,0.0,0,32.77082267,-4.85508079,3,19,0,1,10,1,5,2,4,2,2,0,0,1,1
17860,0.0,771,36.95855644,-10.79734959,7,16,1,0,7,0,5,1,4,2,2,1,0,3,1
17861,0.0,-19,38.85631547,-6.55882688,8,14,18,1,7,0,3,3,4,2,2,1,5,5,1
17863,0.0,0,33.08012535,-2.4250697999999997,4,13,0,1,7,1,5,1,4,2,2,1,0,3,3
17866,20.0,136,38.92162017,-5.04957892,5,20,200,1,7,1,2,5,4,5,2,1,4,1,3
17867,0.0,0,0.0,-2e-08,3,13,0,1,7,1,5,1,4,6,5,0,5,3,1
17868,300.0,750,36.75183699,-7.28579388,6,11,150,1,7,1,5,0,4,3,2,1,4,1,3
17869,0.0,0,34.05212091,-3.77215628,0,17,0,0,3,1,5,0,2,5,2,2,4,1,3
17870,0.0,136,39.94792497,-10.59260062,7,12,700,1,7,1,4,5,4,6,2,2,0,1,1
17872,0.0,1485,34.68498816,-4.78752236,0,18,140,1,9,1,3,1,4,2,2,3,5,3,3
17873,500.0,1319,30.49283743,-5.61407327,3,15,60,1,7,1,4,1,4,1,2,1,0,3,3
17874,0.0,1412,36.78438236,-3.34790241,5,0,98,1,7,1,2,0,4,6,2,2,6,1,1
17875,0.0,350,38.90373981,-10.93694088,7,12,1,1,7,1,3,2,4,6,4,0,0,1,1
17876,0.0,189,39.812392100000004,-10.77508095,7,12,1,1,10,1,2,5,4,2,2,0,0,1,1
17877,0.0,1508,36.63932358,-3.31077639,5,0,500,1,7,1,0,0,4,2,2,1,6,1,2
17879,0.0,389,38.17053555,-10.92228441,7,12,56,1,7,1,3,1,4,2,4,0,5,5,1
17880,0.0,1177,33.62457372,-2.13799815,4,9,807,0,3,0,3,0,2,6,2,3,3,1,2
17881,0.0,68,38.95163289,-7.36156613,6,14,200,1,7,0,3,1,4,2,2,1,5,3,1
17882,0.0,1580,36.82632887,-3.3175932999999995,5,0,89,1,7,1,3,0,4,6,2,2,6,1,1
17884,2000.0,1257,35.85669422,-7.48081681,6,3,1,1,7,1,5,0,4,0,2,0,6,1,1
17885,0.0,1562,29.76989575,-4.64773076,3,5,463,1,7,0,3,0,4,6,2,1,6,5,2
17886,0.0,6,38.83294335,-6.53861553,8,14,12,0,0,1,3,2,0,2,2,1,4,1,1
17887,0.0,1281,30.90178796,-3.32820399,3,5,560,1,7,0,4,0,4,6,2,2,3,1,3
17888,0.0,1316,34.66461827,-5.74758235,6,18,150,1,7,0,1,6,4,2,4,1,0,1,1
17889,300.0,1320,37.664900700000004,-3.69661257,5,6,24,1,8,0,3,0,4,1,2,2,6,1,3
17890,100.0,299,37.78681168,-7.04471295,8,11,150,1,7,1,5,1,4,1,4,3,5,3,3
17891,0.0,0,33.23590818,-3.60563359,0,17,0,1,9,0,5,1,4,2,2,3,5,3,3
17892,0.0,0,34.26892279999999,-3.22174704,0,17,0,1,11,1,5,5,0,2,2,1,4,1,2
17893,0.0,0,34.21880545,-8.71799202,6,10,0,1,7,1,5,0,4,1,2,3,4,1,3
17894,0.0,24,39.29822907,-6.98286215,8,14,6922,1,7,0,4,5,4,2,2,1,0,1,3
17895,0.0,-7,38.75279228,-7.98675338,6,14,1,1,7,1,1,2,4,2,2,0,0,1,1
17896,0.0,1315,30.529504499999998,-3.79507414,3,5,260,1,7,0,2,0,4,6,2,1,4,1,1
17897,0.0,1306,34.79712048,-8.68661479,6,3,35,1,7,0,2,0,4,2,2,2,4,1,1
17898,0.0,1433,38.33827328,-4.793685,5,20,1,1,7,1,3,0,4,2,2,1,6,1,3
17899,0.0,1659,36.66670331,-3.29978992,5,0,200,1,7,1,5,0,4,2,2,1,6,1,3
17900,0.0,0,33.28370397,-8.98918212,2,10,0,1,7,1,5,0,4,3,2,4,4,1,3
17902,5000.0,1030,35.66307116,-10.40556027,1,16,0,1,7,1,5,1,4,0,2,1,5,3,3
17903,0.0,1528,36.5550328,-5.30977923,0,8,540,0,10,0,5,0,4,6,5,0,6,1,1
17906,0.0,0,33.68434007,-3.67059088,0,17,0,1,7,1,5,0,4,5,2,2,4,1,1
17907,0.0,1703,34.95883783,-8.51535139,6,3,0,1,7,1,3,1,4,2,2,1,5,3,3
17908,20.0,960,36.84213435,-3.49115673,5,0,150,1,7,1,2,0,4,5,2,2,6,1,3
17909,500.0,1581,35.14490078,-9.252329300000001,6,3,150,1,8,1,1,0,4,1,2,0,4,1,1
17910,0.0,0,34.08328491,-3.06176429,4,17,0,1,9,0,5,1,4,4,2,1,5,3,3
17911,0.0,0,36.73586007,-6.08235667,8,2,0,1,7,0,5,5,4,5,4,2,0,1,3
17912,0.0,0,32.47852608,-2.59916291,4,13,0,1,7,1,5,2,4,5,2,1,4,1,1
17913,50.0,190,38.37472462,-6.63771838,8,14,50,0,8,1,4,5,0,5,2,1,4,1,3
17914,1200.0,1342,30.28164403,-4.47667119,3,5,500,1,11,1,5,0,4,0,2,1,4,1,3
17915,0.0,1366,37.52645661,-3.28945844,5,6,1,0,7,1,1,0,4,2,2,1,6,5,1
17916,0.0,777,29.82545411,-5.18341955,3,5,1000,1,7,1,3,3,4,6,2,2,5,5,1
17917,50.0,17,39.20792954,-7.00822362,8,14,50,1,7,0,3,1,4,5,2,1,5,3,1
17918,0.0,1800,34.76032024,-9.08721899,6,3,56,1,7,1,3,0,4,3,2,1,6,1,3
17919,0.0,989,37.50498596,-7.0503892000000015,8,11,1,1,7,1,5,3,4,2,5,2,5,5,1
17920,500.0,289,39.05976134,-10.88165669,7,12,103,1,7,1,3,0,4,1,5,4,6,1,3
17921,0.0,134,38.70499955,-5.06164698,5,20,500,1,7,0,1,0,4,2,2,2,6,1,3
17922,0.0,0,33.68583311,-8.91926214,6,10,0,0,7,0,5,0,4,3,2,1,4,1,3
17923,0.0,1309,30.50275607,-3.5964907,3,5,500,1,7,0,5,3,4,6,2,1,0,5,1
17924,20.0,1109,36.96172331,-6.06738427,8,11,90,1,7,1,4,0,4,5,2,1,6,1,1
17927,0.0,0,32.39772909,-4.80458116,3,19,0,1,7,1,5,1,4,2,2,1,0,3,1
17928,0.0,1424,37.06433402,-5.57877147,8,8,237,1,7,0,3,0,4,2,2,3,3,1,3
17929,0.0,1693,38.31885785,-4.6212824999999995,5,20,1,1,7,1,2,0,4,2,2,1,6,1,1
17930,2400.0,928,35.20145881,-7.78635787,6,3,1,1,7,1,3,0,4,0,2,1,6,1,3
17932,5.0,1488,35.63104942,-3.38751737,0,0,150,1,7,1,3,0,4,5,2,1,4,1,3
17933,20.0,1120,37.20525621,-3.27386005,5,6,60,1,10,1,5,0,4,5,2,1,6,1,3
17934,0.0,1280,37.28661902,-3.24190356,5,6,1,0,7,1,1,0,4,2,2,2,6,5,1
17935,0.0,0,31.82905109,-1.28224099,4,4,0,1,7,0,5,1,4,2,2,2,5,3,1
17936,0.0,1524,34.85929251,-4.27784886,0,18,452,1,7,1,5,1,4,2,2,1,0,3,3
17937,50.0,1151,33.45249894,-2.14986185,4,9,800,1,9,1,1,0,4,5,2,1,4,1,1
17938,0.0,0,31.15674157,-1.70893427,4,4,0,1,7,1,5,0,4,2,2,1,6,1,3
17939,0.0,1059,37.10753905,-3.28057375,5,6,1,1,10,1,3,0,4,1,2,1,6,1,3
17940,0.0,0,35.99938009,-6.34943356,8,2,0,1,7,1,5,6,4,2,2,2,0,1,3
17941,0.0,1864,35.22384808,-8.40933026,6,3,0,0,0,1,5,0,0,2,2,1,6,1,3
17942,0.0,162,38.76812741,-5.04943059,5,20,400,1,7,0,3,0,4,2,2,2,6,1,3
17943,0.0,1211,37.90668795,-4.42464248,5,6,130,1,11,1,3,0,4,2,2,1,6,1,2
17944,0.0,0,32.99813053,-8.38434908,2,10,0,1,7,1,5,5,4,5,2,1,0,1,3
17945,30.0,1677,35.14653267,-4.22202569,0,8,193,1,3,1,3,2,2,5,2,1,0,1,3
17946,0.0,0,31.49106142,-1.5199068,4,4,0,1,7,1,5,1,4,2,2,2,5,3,1
17950,0.0,0,0.0,-2e-08,4,13,0,1,7,1,5,1,4,2,5,0,0,3,1
17951,0.0,0,31.613766,-1.13087361,4,4,0,1,9,0,5,0,4,5,2,1,6,1,2
17952,0.0,1036,37.65694517,-3.26446851,5,6,1,1,0,1,3,0,0,1,2,2,6,1,1
17953,1000.0,588,36.87589848,-11.24442725,7,16,1,1,7,0,5,0,4,0,2,1,1,1,3
17954,0.0,0,31.82844807,-1.28289269,4,4,0,1,7,0,5,0,4,2,2,2,3,1,3
17955,0.0,0,33.243343599999996,-4.21096557,0,19,0,0,7,1,5,1,4,2,2,1,5,3,1
17956,0.0,1,38.84712947,-6.54526597,8,14,10,1,0,1,3,2,0,2,2,1,4,1,3
17957,0.0,0,33.01842094,-8.95709997,2,10,0,0,7,0,5,1,4,2,2,3,5,3,1
17958,0.0,373,38.76457253,-10.36842747,7,7,407,1,7,0,5,3,4,2,5,0,5,5,1
17959,0.0,258,36.90588829,-7.85515308,6,11,300,1,8,1,3,0,4,2,2,3,4,1,2
17960,200.0,1025,36.70276671,-8.66541069,6,11,1,1,10,1,3,0,4,1,2,1,6,1,3
17961,500.0,1375,34.61895661,-8.85770096,6,3,65,1,8,1,1,0,4,1,2,1,0,1,3
17962,100.0,1074,35.76884120000001,-10.524225900000001,1,16,250,1,9,0,2,3,4,1,2,2,5,5,1
17963,250.0,1216,30.18001163,-4.59052748,3,5,250,1,11,1,5,0,4,1,2,2,4,1,3
17964,500.0,392,36.72816071,-8.89863872,6,11,180,1,10,1,5,0,4,1,2,1,4,1,2
17965,2000.0,612,37.26082083,-11.17733483,7,16,1,1,7,0,3,1,4,0,2,1,0,3,3
17966,0.0,1170,36.8786265,-3.36127063,5,0,178,1,7,1,4,0,4,6,2,1,4,1,3
17967,0.0,0,31.75453128,-1.05893514,4,4,0,1,7,1,5,0,4,2,2,2,6,1,1
17968,300.0,1321,37.657404799999995,-3.66875432,5,6,30,1,7,0,3,0,4,1,2,2,6,1,3
17969,50.0,244,39.63457937,-10.7499887,7,12,1,1,10,1,5,5,4,5,2,2,0,1,3
17970,6.0,948,37.49707529,-3.36889449,5,6,30,1,10,1,3,0,4,5,2,1,6,1,3
17971,0.0,1366,30.59618005,-3.74632989,3,5,500,1,7,0,3,0,4,6,2,2,4,1,1
17972,50.0,322,37.04726445,-7.55808748,6,11,100,1,7,1,4,1,4,5,2,1,5,3,3
17973,0.0,0,30.66237113,-2.89872904,4,4,0,1,7,0,5,1,4,2,2,1,5,3,3
17974,2000.0,1435,36.10955272,-7.53368249,6,3,250,1,7,1,2,0,4,0,2,1,4,1,3
17975,0.0,0,0.0,-2e-08,4,17,0,1,9,0,5,1,4,2,2,1,5,3,2
17976,15.0,1032,35.293842100000006,-3.51598399,0,0,120,1,7,1,5,0,4,5,2,3,4,1,3
17977,0.0,1770,34.48950533,-9.69224032,1,3,200,1,7,0,3,0,4,3,2,1,4,1,1
17978,0.0,0,33.06506268,-2.57394245,4,13,0,1,7,1,5,3,4,2,2,0,3,5,1
17979,0.0,0,32.2508785,-5.00600086,3,19,0,1,7,1,5,3,4,2,2,1,5,5,1
17983,0.0,300,38.98741746,-10.50505716,7,12,75,1,7,0,5,0,4,2,2,1,6,1,2
17985,0.0,1092,34.96040467,-5.85074822,0,18,1,1,7,0,1,2,4,2,2,1,0,1,1
17986,0.0,1214,36.95509052,-2.97543319,0,0,935,1,7,1,2,0,2,3,2,2,4,1,3
17987,500.0,1414,34.62860009,-8.87669962,6,3,54,1,8,1,1,0,4,1,2,1,4,1,3
17988,20.0,781,37.30668256,-3.38347407,5,6,6,1,11,1,4,0,0,5,2,2,6,1,3
17989,0.0,835,36.12889776,-10.46232057,6,16,250,0,8,1,2,0,4,2,2,1,4,1,1
17990,1000.0,1774,34.32048986,-9.47260092,1,3,0,1,7,0,5,0,4,0,2,1,6,1,3
17991,100.0,2279,34.05946206,-9.19625826,1,3,0,1,7,0,3,0,4,2,2,1,6,1,3
17992,0.0,337,38.51207975,-5.58984206,5,20,150,1,7,1,3,5,4,2,2,2,4,1,1
17993,500.0,1508,34.59639273,-8.99647294,6,3,150,1,8,1,1,0,4,1,2,0,4,1,1
17994,0.0,-15,38.75051868,-7.88495575,6,14,1,1,7,1,1,2,4,4,2,2,0,1,3
17995,0.0,0,31.74869826,-2.44080165,4,4,0,1,8,1,5,1,4,1,2,1,5,3,3
17996,0.0,0,38.83465714,-4.88109188,5,20,400,1,7,1,5,0,4,2,2,2,6,1,1
17997,5.0,1473,37.2582749,-3.20346442,5,6,25,1,10,1,3,0,4,5,2,1,6,1,3
17998,500.0,1620,34.89371063,-8.85599948,6,3,40,1,7,0,3,1,4,3,2,1,0,3,3
17999,0.0,1561,37.43710132,-3.29334516,5,6,60,1,7,1,3,0,4,6,2,2,6,1,3
18000,0.0,0,33.19974418,-8.94147863,2,10,0,1,10,1,5,0,4,0,2,2,4,1,1
18001,1200.0,1325,30.28575928,-4.47190063,3,5,350,1,11,1,4,0,4,0,2,1,4,1,3
18003,200.0,275,37.03512743,-7.69204416,6,11,250,1,7,1,4,1,4,3,4,1,5,3,3
18004,5000.0,1888,34.62437521,-9.20121665,6,3,52,1,8,1,4,0,4,0,2,1,4,1,3
18005,0.0,0,0.0,-2e-08,4,17,0,1,9,0,5,1,4,2,2,1,5,3,3
18006,50.0,3,38.6891745,-6.6837492,8,14,30,0,0,1,4,5,0,5,2,1,4,1,3
18007,0.0,1054,37.56033904,-3.33273829,5,6,1,1,8,1,1,0,4,1,2,2,6,1,1
18009,200.0,203,38.81262589999999,-5.25334901,5,20,60,1,7,0,3,1,4,1,4,2,5,3,3
18010,50.0,392,38.36604373,-10.92324406,7,12,126,1,3,1,3,1,2,5,4,1,0,3,3
18011,0.0,0,33.15950256,-2.59415245,4,13,0,1,7,1,5,1,4,2,4,1,0,3,3
18012,0.0,1619,35.53602518,-4.24542473,0,8,240,1,7,1,3,0,4,2,2,1,4,1,3
18013,0.0,1585,35.69375796,-4.4260282,0,8,480,1,7,1,3,1,4,2,2,1,5,3,3
18014,0.0,0,34.29250266,-8.63267547,6,10,0,1,7,1,5,0,4,2,2,3,4,1,3
18015,0.0,952,35.7353996,-3.8774146000000003,0,8,348,1,7,1,3,1,4,2,1,1,0,3,3
18016,0.0,0,31.42383406,-1.62003748,4,4,0,1,7,1,5,1,4,2,2,2,5,3,1
18017,500.0,319,37.00733112,-7.56586706,6,11,120,1,7,1,3,1,4,3,2,1,4,1,3
